"native","family","physiognomy","synonymGC","commonName","nameDNR"
"N","Scrophulariaceae","H","Penstemon pallidus","pale beard tongue","Penstemon pallidus"
"N","Crassulaceae","H","Penthorum sedoides","ditch stonecrop","Penthorum sedoides"
"I","unknown","H","Cleome serrulata","spider-flower","Peritoma serrulata"
"N","Polygonaceae","F,H","Polygonum amphibium, Polygonum amphibium var. emersum, Polygonum amphibium var. stipulaceum","water smartweed","Persicaria amphibia"
"N","Polygonaceae","H","Polygonum amphibium var. emersum","longroot smartweed","Persicaria amphibia var. emersa"
"N","Polygonaceae","F,H","Polygonum amphibium var. stipulaceum","flanged smartweed","Persicaria amphibia var. stipulacea"
"N","Polygonaceae","H","Polygonum arifolium","halberd-leaved tearthumb","Persicaria arifolia"
"N","Polygonaceae","H","Polygonum careyi","Carey's smartweed","Persicaria careyi"
"I","Polygonaceae","H","Polygonum hydropiper","marsh waterpepper","Persicaria hydropiper"
"N","Polygonaceae","H","Polygonum hydropiperoides","mild waterpepper","Persicaria hydropiperoides"
"N","Polygonaceae","H","Polygonum lapathifolium","nodding smartweed","Persicaria lapathifolia"
"I","Polygonaceae","H","Polygonum cespitosum var. longisetum","","Persicaria longiseta"
"I","Polygonaceae","H","Polygonum persicaria","lady's thumb","Persicaria maculosa"
"I","Polygonaceae","H","","pygmy smartweed","Persicaria minor"
"I","Polygonaceae","H","Polygonum orientale","prince's feather","Persicaria orientalis"
"N","Polygonaceae","H","Polygonum pensylvanicum","Pennsylvania smartweed","Persicaria pensylvanica"
"N","Polygonaceae","H","Polygonum punctatum, Polygonum punctatum var. confertiflorum, Polygonum punctatum var. punctatum","dotted smartweed","Persicaria punctata"
"N","Polygonaceae","H","Polygonum sagittatum","arrow-leaved tearthumb","Persicaria sagittata"
"N","Polygonaceae","H","Polygonum virginianum","Virginia knotweed","Persicaria virginiana"
"N","Asteraceae","H","Petasites frigidus var. palmatus, Petasites sagittatus","sweet coltsfoot","Petasites frigidus"
"N","Asteraceae","H","Petasites frigidus var. palmatus","palmate sweet coltsfoot","Petasites frigidus var. palmatus"
"N","Asteraceae","H","Petasites sagittatus","arrow-leaved sweet coltsfoot","Petasites frigidus var. sagittatus"
"N","Asteraceae","H","Petasites xvitifolius","grape-leaved sweet coltsfoot","Petasites frigidus var. xvitifolius"
"I","Caryophyllaceae","H","Petrorhagia saxifraga","petrorhagia","Petrorhagia saxifraga var. saxifraga"
"N","Hydrophyllaceae","H","Phacelia franklinii","Franklin's phacelia","Phacelia franklinii"
"I","Poaceae","G","Phalaris arundinacea","reed canary grass","Phalaris arundinacea"
"I","Poaceae","G","Phalaris canariensis","birdseed grass","Phalaris canariensis"
"I","Crassulaceae","H","","orange stonewort","Phedimus aizoon"
"I","Crassulaceae","H","Sedum spurium","two-row stonecrop","Phedimus spurius"
"N","Thelypteridaceae","H","Thelypteris phegopteris","narrow beech fern","Phegopteris connectilis"
"N","Thelypteridaceae","H","Thelypteris hexagonoptera","broad beech fern","Phegopteris hexagonoptera"
"I","Rutaceae","D","Phellodendron japonicum","Amur cork tree","Phellodendron amurense"
"N","Portulacaceae","H","Talinum parviflorum","small-flowered fameflower","Phemeranthus parviflorus"
"N","Portulacaceae","H","Talinum rugospermum","rough-seeded fameflower","Phemeranthus rugospermus"
"I","Poaceae","G","","timothy","Phleum pratense subsp. pratense"
"N","Polemoniaceae","H","Phlox divaricata var. laphamii","blue phlox","Phlox divaricata var. laphamii"
"N","Polemoniaceae","H","Phlox maculata","wild sweetwilliam","Phlox maculata"
"I","Polemoniaceae","H","Phlox paniculata","garden phlox","Phlox paniculata"
"N","Polemoniaceae","H","Phlox pilosa var. fulgida","prairie phlox","Phlox pilosa var. fulgida"
"I","Polemoniaceae","H","Phlox subulata var. subulata","ground pink","Phlox subulata var. subulata"
"N","Poaceae","G","Phragmites australis","common reedgrass","Phragmites australis"
"N","Poaceae","G","Phragmites australis","common reedgrass","Phragmites australis subsp. americanus"
"I","Poaceae","G","Phragmites australis","common reedgrass","Phragmites australis subsp. australis"
"N","Verbenaceae","H","","lopseed","Phryma leptostachya var. leptostachya"
"N","Verbenaceae","H","Phyla lanceolata","fogfruit","Phyla lanceolata"
"N","Solanaceae","H","Physalis heterophylla, Physalis heterophylla var. heterophylla","clammy ground cherry","Physalis heterophylla"
"N","Solanaceae","H","","longleaf groundcherry","Physalis longifolia"
"N","Solanaceae","H","","longleaf groundcherry","Physalis longifolia var. longifolia"
"N","Solanaceae","H","","","Physalis longifolia var. subglabrata"
"N","Solanaceae","H","Physalis virginiana","Virginia ground cherry","Physalis virginiana"
"N","Brassicaceae","H","Lesquerella ludoviciana","bladderpod","Physaria ludoviciana"
"N","Rosaceae","D","Physocarpus opulifolius s.l., Physocarpus opulifolius var. intermedius","Atlantic ninebark","Physocarpus intermedius"
"N","Rosaceae","D","Physocarpus opulifolius s.l., Physocarpus opulifolius var. opulifolius","common ninebark","Physocarpus opulifolius"
"N","Lamiaceae","H","Physostegia virginiana var. virginiana","obedient plant","Physostegia virginiana var. virginiana"
"N","Pinaceae","E","Picea glauca","white spruce","Picea glauca"
"N","Pinaceae","E","Picea mariana","black spruce","Picea mariana"
"N","Urticaceae","H","Pilea fontana","black-fruited clearweed","Pilea fontana"
"N","Urticaceae","H","Pilea pumila","dwarf clearweed","Pilea pumila"
"I","unknown","H","Pimpinella saxifraga","solidstem burnet saxifrage","Pimpinella saxifraga subsp. saxifraga"
"N","unknown","H","Pinguicula vulgaris","butterwort","Pinguicula vulgaris"
"N","Pinaceae","E","Pinus banksiana","jack pine","Pinus banksiana"
"N","Pinaceae","E","Pinus resinosa","red pine","Pinus resinosa"
"N","Pinaceae","E","Pinus strobus","white pine","Pinus strobus"
"I","Pinaceae","E","Pinus sylvestris","scotch pine","Pinus sylvestris"
"N","Poaceae","G","Oryzopsis canadensis","Canadian ricegrass","Piptatherum canadense"
"N","Poaceae","G","Oryzopsis pungens","sharp-pointed rice grass","Piptatherum pungens"
"N","Poaceae","G","Oryzopsis racemosa","black-fruited rice grass","Piptatherum racemosum"
"N","Boraginaceae","H","Plagiobothrys scouleri var. penicillatus","Scouler's popcornflower","Plagiobothrys scouleri var. penicillatus"
"N","Plantaginaceae","H","Plantago aristata","bracted plantain","Plantago aristata"
"N","Plantaginaceae","H","Plantago elongata","slender plantain","Plantago elongata"
"N","Plantaginaceae","H","Plantago eriopoda","alkali plantain","Plantago eriopoda"
"I","Plantaginaceae","H","Plantago psyllium","leafy-stemmed plantain","Plantago indica"
"I","Plantaginaceae","H","Plantago lanceolata","English plantain","Plantago lanceolata"
"I","Plantaginaceae","H","Plantago major","common plantain","Plantago major"
"I","Plantaginaceae","H","","many-seeded plantain","Plantago major subsp. intermedia"
"I","Plantaginaceae","H","","common plantain","Plantago major subsp. major"
"N","Plantaginaceae","H","Plantago patagonica, Plantago patagonica var. patagonica, Plantago patagonica var. spinulosa","woolly plantain","Plantago patagonica"
"N","Plantaginaceae","H","Plantago rugelii","Rugel's plantain","Plantago rugelii"
"N","Plantaginaceae","H","Plantago virginica","hoary plantain","Plantago virginica"
"N","Orchidaceae","H","Habenaria hyperborea","northern green bog orchid","Platanthera aquilonis"
"N","Orchidaceae","H","Habenaria clavellata","small green wood orchid","Platanthera clavellata"
"N","Orchidaceae","H","Habenaria dilatata","tall white bog orchid","Platanthera dilatata var. dilatata"
"N","Orchidaceae","H","Habenaria flava var. herbiola","tubercled rein orchid","Platanthera flava var. herbiola"
"N","Orchidaceae","H","Habenaria hookeri","Hooker's orchid","Platanthera hookeri"
"N","Orchidaceae","H","Habenaria hyperborea, Habenaria xmedia","tall northern bog orchid","Platanthera huronensis"
"N","Orchidaceae","H","Habenaria lacera","ragged fringed orchid","Platanthera lacera"
"N","Orchidaceae","H","Habenaria obtusata","bluntleaved rein orchid","Platanthera obtusata"
"N","Orchidaceae","H","Habenaria orbiculata var. macrophylla","large round-leaved orchid","Platanthera orbiculata"
"N","Orchidaceae","H","Habenaria leucophaea var. praeclara","western prairie fringed orchid","Platanthera praeclara"
"N","Orchidaceae","H","Habenaria psycodes, Habenaria psycodes var. grandiflora, Habenaria psycodes var. psycodes","small purple fringed orchid","Platanthera psycodes"
"N","Poaceae","G","Poa alsodes","wood bluegrass","Poa alsodes"
"I","Poaceae","G","Poa annua","annual bluegrass","Poa annua"
"N","Poaceae","G","Poa arida","Plains bluegrass","Poa arida"
"I","Poaceae","G","Poa bulbosa","bulbous bluegrass","Poa bulbosa subsp. vivipara"
"I","Poaceae","G","Poa chaixii","tall bluegrass","Poa chaixii"
"I","Poaceae","G","Poa compressa","Canada bluegrass","Poa compressa"
"N","Poaceae","G","Poa glauca, Poa xtormentuosa","pale bluegrass","Poa glauca subsp. glauca"
"N","Poaceae","G","Poa interior","inland bluegrass","Poa interior"
"I","Poaceae","G","Poa nemoralis","woodland bluegrass","Poa nemoralis"
"N","Poaceae","G","Poa paludigena","bog bluegrass","Poa paludigena"
"N","Poaceae","G","Poa palustris","fowl bluegrass","Poa palustris"
"I","Poaceae","G","Poa pratensis","Kentucky bluegrass","Poa pratensis"
"I","Poaceae","G","","Kentucky bluegrass","Poa pratensis subsp. angustifolia"
"I","Poaceae","G","Poa pratensis","Kentucky bluegrass","Poa pratensis subsp. pratensis"
"N","Poaceae","G","","old-pasture bluegrass","Poa saltuensis"
"N","Poaceae","G","Poa languida","weak bluegrass","Poa saltuensis subsp. languida"
"N","Poaceae","G","Poa saltuensis s.l.","pasture bluegrass","Poa saltuensis subsp. saltuensis"
"N","Poaceae","G","Poa sylvestris","woodland bluegrass","Poa sylvestris"
"I","Poaceae","G","Poa trivialis","rough bluegrass","Poa trivialis subsp. trivialis"
"N","Poaceae","G","Poa wolfii","Wolf's bluegrass","Poa wolfii"
"N","Berberidaceae","H","Podophyllum peltatum","mayapple","Podophyllum peltatum"
"N","Orchidaceae","H","Pogonia ophioglossoides","rose pogonia","Pogonia ophioglossoides"
"N","Capparaceae","H","Polanisia dodecandra","clammy weed","Polanisia dodecandra"
"N","Capparaceae","H","Polanisia dodecandra var. dodecandra","clammy weed","Polanisia dodecandra subsp. dodecandra"
"N","Capparaceae","H","Polanisia dodecandra var. trachysperma","clammy weed","Polanisia dodecandra subsp. trachysperma"
"N","Capparaceae","H","Polanisia jamesii","James' polanisia","Polanisia jamesii"
"N","Polemoniaceae","H","Polemonium occidentale subsp. lacustre","Great Lakes Jacob's-ladder","Polemonium lacustre"
"N","Polemoniaceae","H","Polemonium reptans var. reptans","spreading Jacob's-ladder","Polemonium reptans var. reptans"
"N","Polygalaceae","H","Polygala cruciata","cross-leaved milkwort","Polygala cruciata"
"N","Polygalaceae","H","Polygala polygama, Polygala polygama var. obtusata","racemed milkwort","Polygala polygama"
"N","Polygalaceae","H","Polygala sanguinea","blood milkwort","Polygala sanguinea"
"N","Polygalaceae","H","Polygala senega","Seneca snakeroot","Polygala senega"
"N","Polygalaceae","H","Polygala verticillata, Polygala verticillata var. isocycla","whorled milkwort","Polygala verticillata"
"N","unknown","H","Polygala paucifolia","gaywings","Polygaloides paucifolia"
"N","Liliaceae","H","Polygonatum biflorum","giant Solomon's seal","Polygonatum biflorum"
"N","Liliaceae","H","Polygonatum pubescens","hairy Solomon's seal","Polygonatum pubescens"
"N","Polygonaceae","H","Polygonella articulata","coast jointweed","Polygonella articulata"
"N","Polygonaceae","H","Polygonum achoreum","blue knotweed","Polygonum achoreum"
"I","Polygonaceae","H","Polygonum aviculare","prostrate knotweed","Polygonum aviculare"
"I","Polygonaceae","H","Polygonum aviculare","common knotweed","Polygonum aviculare subsp. aviculare"
"N","Polygonaceae","H","Polygonum aviculare","American knotweed","Polygonum aviculare subsp. buxiforme"
"I","Polygonaceae","H","Polygonum aviculare","common knotweed","Polygonum aviculare subsp. depressum"
"I","Polygonaceae","H","Polygonum aviculare","common knotweed","Polygonum aviculare subsp. neglectum"
"N","Polygonaceae","H","Polygonum douglasii","Douglas' knotweed","Polygonum douglasii"
"N","Polygonaceae","H","Polygonum erectum","erect knotweed","Polygonum erectum"
"N","Polygonaceae","H","Polygonum ramosissimum","bushy knotweed","Polygonum ramosissimum"
"N","Polygonaceae","H","Polygonum ramosissimum","bushy knotweed","Polygonum ramosissimum subsp. prolificum"
"N","Polygonaceae","H","Polygonum ramosissimum","bushy knotweed","Polygonum ramosissimum subsp. ramosissimum"
"N","Polygonaceae","H","Polygonum tenue","slender knotweed","Polygonum tenue"
"N","Asteraceae","H","Polymnia canadensis","leafcup","Polymnia canadensis"
"N","Polypodiaceae","H","Polypodium virginianum","rock polypody","Polypodium virginianum"
"N","Dryopteridaceae","H","Polystichum acrostichoides","Christmas fern","Polystichum acrostichoides"
"N","Dryopteridaceae","H","Polystichum braunii","Braun's holly fern","Polystichum braunii"
"N","Apiaceae","H","Polytaenia nuttallii","prairie parsley","Polytaenia nuttallii"
"N","Pontederiaceae","H","Pontederia cordata","pickerelweed","Pontederia cordata"
"I","Salicaceae","D","Populus alba","white poplar","Populus alba"
"N","Salicaceae","D","Populus balsamifera","balsam poplar","Populus balsamifera"
"N","Salicaceae","D","Populus deltoides var. occidentalis","cottonwood","Populus deltoides subsp. monilifera"
"N","Salicaceae","D","Populus grandidentata","big-toothed aspen","Populus grandidentata"
"N","Salicaceae","D","Populus tremuloides","quaking aspen","Populus tremuloides"
"N","Salicaceae","D","Populus xjackii","Jack's cottonwood","Populus xjackii"
"I","Portulacaceae","H","Portulaca oleracea","purslane","Portulaca oleracea"
"N","Potamogetonaceae","F,H","Potamogeton alpinus var. tenuifolius","alpine pondweed","Potamogeton alpinus"
"N","Potamogetonaceae","F,H,S","Potamogeton amplifolius","large-leaved pondweed","Potamogeton amplifolius"
"N","Potamogetonaceae","F,H","Potamogeton diversifolius s.l., Potamogeton diversifolius var. trichophyllus","snailseed pondweed","Potamogeton bicupulatus"
"N","Potamogetonaceae","F,H","Potamogeton confervoides","algae-like pondweed","Potamogeton confervoides"
"I","Potamogetonaceae","F,H","Potamogeton crispus","curly pondweed","Potamogeton crispus"
"N","Potamogetonaceae","F,H","Potamogeton diversifolius s.l., Potamogeton diversifolius var. diversifolius","diverse-leaved pondweed","Potamogeton diversifolius"
"N","Potamogetonaceae","F,H,S","Potamogeton epihydrus","ribbon-leaved pondweed","Potamogeton epihydrus"
"N","Potamogetonaceae","F,H","Potamogeton foliosus","leafy pondweed","Potamogeton foliosus subsp. foliosus"
"N","Potamogetonaceae","F,H","Potamogeton friesii","Fries' pondweed","Potamogeton friesii"
"N","Potamogetonaceae","F,H,S","Potamogeton gramineus","grass-leaved pondweed","Potamogeton gramineus"
"N","Potamogetonaceae","F,H","Potamogeton illinoensis","Illinois pondweed","Potamogeton illinoensis"
"N","Potamogetonaceae","F,H,S","Potamogeton natans","floating pondweed","Potamogeton natans"
"N","Potamogetonaceae","F,H","Potamogeton nodosus","American pondweed","Potamogeton nodosus"
"N","Potamogetonaceae","F,H","Potamogeton oakesianus","Oakes' pondweed","Potamogeton oakesianus"
"N","Potamogetonaceae","F,H","Potamogeton obtusifolius","blunt-leaved pondweed","Potamogeton obtusifolius"
"N","Potamogetonaceae","F,H","Potamogeton praelongus","white-stemmed pondweed","Potamogeton praelongus"
"N","Potamogetonaceae","F,H","Potamogeton pulcher","spotted pondweed","Potamogeton pulcher"
"N","Potamogetonaceae","F,H","Potamogeton pusillus","very small pondweed","Potamogeton pusillus"
"N","Potamogetonaceae","F,H","Potamogeton pusillus","very small pondweed","Potamogeton pusillus subsp. pusillus"
"N","Potamogetonaceae","F,H","Potamogeton pusillus","very small pondweed","Potamogeton pusillus subsp. tenuissimus"
"N","Potamogetonaceae","F,H","Potamogeton richardsonii","Richardson's pondweed","Potamogeton richardsonii"
"N","Potamogetonaceae","F,H","Potamogeton robbinsii","Robbins' pondweed","Potamogeton robbinsii"
"N","Potamogetonaceae","F,H,S","Potamogeton spirillus","coiled pondweed","Potamogeton spirillus"
"N","Potamogetonaceae","F,H","Potamogeton strictifolius","straight-leaved pondweed","Potamogeton strictifolius"
"N","Potamogetonaceae","F,H","Potamogeton vaseyi","Vasey's pondweed","Potamogeton vaseyi"
"N","Potamogetonaceae","H","Potamogeton gramineus x richardsonii","Hagstroem's pondweed","Potamogeton xhagstroemii"
"N","Potamogetonaceae","H","Potamogeton xhaynesii","Haynes' pondweed","Potamogeton xhaynesii"
"N","Potamogetonaceae","F,H","Potamogeton zosteriformis","flat-stemmed pondweed","Potamogeton zosteriformis"
"N","Rosaceae","H","","silverweed","Potentilla anserina subsp. anserina"
"I","Rosaceae","H","Potentilla argentea","silvery cinquefoil","Potentilla argentea"
"N","Rosaceae","H","Potentilla pensylvanica s.l., Potentilla pensylvanica var. bipinnatifida","tansey cinquefoil","Potentilla bipinnatifida"
