"native","physiognomy","nameDNR","commonName","emergingTaxonomy","synonymGC","genus"
"N","H","Petasites frigidus var. xvitifolius","grape-leaved sweet coltsfoot","","Petasites xvitifolius","Petasites"
"I","H","Petrorhagia saxifraga var. saxifraga","petrorhagia","","Petrorhagia saxifraga","Petrorhagia"
"N","H","Phacelia franklinii","Franklin's phacelia","","Phacelia franklinii","Phacelia"
"I","G","Phalaris arundinacea","reed canary grass","","Phalaris arundinacea","Phalaris"
"I","G","Phalaris canariensis","birdseed grass","","Phalaris canariensis","Phalaris"
"I","H","Phedimus aizoon","orange stonewort","","","Phedimus"
"I","H","Phedimus spurius","two-row stonecrop","","Sedum spurium","Phedimus"
"N","H","Phegopteris connectilis","narrow beech fern","","Thelypteris phegopteris","Phegopteris"
"N","H","Phegopteris hexagonoptera","broad beech fern","","Thelypteris hexagonoptera","Phegopteris"
"I","D","Phellodendron amurense","Amur cork tree","","Phellodendron japonicum","Phellodendron"
"N","H","Phemeranthus parviflorus","small-flowered fameflower","","Talinum parviflorum","Phemeranthus"
"N","H","Phemeranthus rugospermus","rough-seeded fameflower","","Talinum rugospermum","Phemeranthus"
"I","G","Phleum pratense subsp. pratense","timothy","","","Phleum"
"N","H","Phlox divaricata var. laphamii","blue phlox","","Phlox divaricata var. laphamii","Phlox"
"N","H","Phlox maculata","wild sweetwilliam","","Phlox maculata","Phlox"
"I","H","Phlox paniculata","garden phlox","","Phlox paniculata","Phlox"
"N","H","Phlox pilosa var. fulgida","prairie phlox","","Phlox pilosa var. fulgida","Phlox"
"I","H","Phlox subulata var. subulata","ground pink","","Phlox subulata var. subulata","Phlox"
"N","G","Phragmites australis","common reedgrass","","Phragmites australis","Phragmites"
"N","G","Phragmites australis subsp. americanus","common reedgrass","","Phragmites australis","Phragmites"
"I","G","Phragmites australis subsp. australis","common reedgrass","","Phragmites australis","Phragmites"
"N","H","Phryma leptostachya var. leptostachya","lopseed","","","Phryma"
"N","H","Phyla lanceolata","fogfruit","","Phyla lanceolata","Phyla"
"N","H","Physalis heterophylla","clammy ground cherry","","Physalis heterophylla, Physalis heterophylla var. heterophylla","Physalis"
"N","H","Physalis longifolia","longleaf groundcherry","","","Physalis"
"N","H","Physalis longifolia var. longifolia","longleaf groundcherry","","","Physalis"
"N","H","Physalis longifolia var. subglabrata","","","","Physalis"
"N","H","Physalis virginiana","Virginia ground cherry","","Physalis virginiana","Physalis"
"N","H","Physaria ludoviciana","bladderpod","","Lesquerella ludoviciana","Physaria"
"N","D","Physocarpus intermedius","Atlantic ninebark","","Physocarpus opulifolius s.l., Physocarpus opulifolius var. intermedius","Physocarpus"
"N","D","Physocarpus opulifolius","common ninebark","","Physocarpus opulifolius s.l., Physocarpus opulifolius var. opulifolius","Physocarpus"
"N","H","Physostegia virginiana var. virginiana","obedient plant","","Physostegia virginiana var. virginiana","Physostegia"
"N","E","Picea glauca","white spruce","","Picea glauca","Picea"
"N","E","Picea mariana","black spruce","","Picea mariana","Picea"
"N","H","Pilea fontana","black-fruited clearweed","","Pilea fontana","Pilea"
"N","H","Pilea pumila","dwarf clearweed","","Pilea pumila","Pilea"
"I","H","Pimpinella saxifraga subsp. saxifraga","solidstem burnet saxifrage","","Pimpinella saxifraga","Pimpinella"
"N","H","Pinguicula vulgaris","butterwort","","Pinguicula vulgaris","Pinguicula"
"N","E","Pinus banksiana","jack pine","","Pinus banksiana","Pinus"
"N","E","Pinus resinosa","red pine","","Pinus resinosa","Pinus"
"N","E","Pinus strobus","white pine","","Pinus strobus","Pinus"
"I","E","Pinus sylvestris","scotch pine","","Pinus sylvestris","Pinus"
"N","G","Piptatherum canadense","Canadian ricegrass","","Oryzopsis canadensis","Piptatherum"
"N","G","Piptatherum pungens","sharp-pointed rice grass","","Oryzopsis pungens","Piptatherum"
"N","G","Piptatherum racemosum","black-fruited rice grass","","Oryzopsis racemosa","Piptatherum"
"N","H","Plagiobothrys scouleri var. penicillatus","Scouler's popcornflower","","Plagiobothrys scouleri var. penicillatus","Plagiobothrys"
"N","H","Plantago aristata","bracted plantain","","Plantago aristata","Plantago"
"N","H","Plantago elongata","slender plantain","","Plantago elongata","Plantago"
"N","H","Plantago eriopoda","alkali plantain","","Plantago eriopoda","Plantago"
"I","H","Plantago indica","leafy-stemmed plantain","","Plantago psyllium","Plantago"
"I","H","Plantago lanceolata","English plantain","","Plantago lanceolata","Plantago"
"I","H","Plantago major","common plantain","","Plantago major","Plantago"
"I","H","Plantago major subsp. intermedia","many-seeded plantain","","","Plantago"
"I","H","Plantago major subsp. major","common plantain","","","Plantago"
"N","H","Plantago patagonica","woolly plantain","","Plantago patagonica, Plantago patagonica var. patagonica, Plantago patagonica var. spinulosa","Plantago"
"N","H","Plantago rugelii","Rugel's plantain","","Plantago rugelii","Plantago"
"N","H","Plantago virginica","hoary plantain","","Plantago virginica","Plantago"
"N","H","Platanthera aquilonis","northern green bog orchid","","Habenaria hyperborea","Platanthera"
"N","H","Platanthera clavellata","small green wood orchid","","Habenaria clavellata","Platanthera"
"N","H","Platanthera dilatata var. dilatata","tall white bog orchid","","Habenaria dilatata","Platanthera"
"N","H","Platanthera flava var. herbiola","tubercled rein orchid","","Habenaria flava var. herbiola","Platanthera"
"N","H","Platanthera hookeri","Hooker's orchid","","Habenaria hookeri","Platanthera"
"N","H","Platanthera huronensis","tall northern bog orchid","","Habenaria hyperborea, Habenaria xmedia","Platanthera"
"N","H","Platanthera lacera","ragged fringed orchid","","Habenaria lacera","Platanthera"
"N","H","Platanthera obtusata","bluntleaved rein orchid","","Habenaria obtusata","Platanthera"
"N","H","Platanthera orbiculata","large round-leaved orchid","","Habenaria orbiculata var. macrophylla","Platanthera"
"N","H","Platanthera praeclara","western prairie fringed orchid","","Habenaria leucophaea var. praeclara","Platanthera"
"N","H","Platanthera psycodes","small purple fringed orchid","","Habenaria psycodes, Habenaria psycodes var. grandiflora, Habenaria psycodes var. psycodes","Platanthera"
"N","G","Poa alsodes","wood bluegrass","","Poa alsodes","Poa"
"I","G","Poa annua","annual bluegrass","","Poa annua","Poa"
"N","G","Poa arida","Plains bluegrass","","Poa arida","Poa"
"I","G","Poa bulbosa subsp. vivipara","bulbous bluegrass","","Poa bulbosa","Poa"
"I","G","Poa chaixii","tall bluegrass","","Poa chaixii","Poa"
"I","G","Poa compressa","Canada bluegrass","","Poa compressa","Poa"
"N","G","Poa glauca subsp. glauca","pale bluegrass","","Poa glauca, Poa xtormentuosa","Poa"
"N","G","Poa interior","inland bluegrass","","Poa interior","Poa"
"I","G","Poa nemoralis","woodland bluegrass","","Poa nemoralis","Poa"
"N","G","Poa paludigena","bog bluegrass","","Poa paludigena","Poa"
"N","G","Poa palustris","fowl bluegrass","","Poa palustris","Poa"
"I","G","Poa pratensis","Kentucky bluegrass","","Poa pratensis","Poa"
"I","G","Poa pratensis subsp. angustifolia","Kentucky bluegrass","","","Poa"
"I","G","Poa pratensis subsp. pratensis","Kentucky bluegrass","","Poa pratensis","Poa"
"N","G","Poa saltuensis","old-pasture bluegrass","","","Poa"
"N","G","Poa saltuensis subsp. languida","weak bluegrass","","Poa languida","Poa"
"N","G","Poa saltuensis subsp. saltuensis","pasture bluegrass","","Poa saltuensis s.l.","Poa"
"N","G","Poa sylvestris","woodland bluegrass","","Poa sylvestris","Poa"
"I","G","Poa trivialis subsp. trivialis","rough bluegrass","","Poa trivialis","Poa"
"N","G","Poa wolfii","Wolf's bluegrass","","Poa wolfii","Poa"
"N","H","Podophyllum peltatum","mayapple","","Podophyllum peltatum","Podophyllum"
"N","H","Pogonia ophioglossoides","rose pogonia","","Pogonia ophioglossoides","Pogonia"
"N","H","Polanisia dodecandra","clammy weed","","Polanisia dodecandra","Polanisia"
"N","H","Polanisia dodecandra subsp. dodecandra","clammy weed","","Polanisia dodecandra var. dodecandra","Polanisia"
"N","H","Polanisia dodecandra subsp. trachysperma","clammy weed","","Polanisia dodecandra var. trachysperma","Polanisia"
"N","H","Polanisia jamesii","James' polanisia","","Polanisia jamesii","Polanisia"
"N","H","Polemonium lacustre","Great Lakes Jacob's-ladder","","Polemonium occidentale subsp. lacustre","Polemonium"
"N","H","Polemonium reptans var. reptans","spreading Jacob's-ladder","","Polemonium reptans var. reptans","Polemonium"
"N","H","Polygala cruciata","cross-leaved milkwort","","Polygala cruciata","Polygala"
"N","H","Polygala polygama","racemed milkwort","","Polygala polygama, Polygala polygama var. obtusata","Polygala"
"N","H","Polygala sanguinea","blood milkwort","","Polygala sanguinea","Polygala"
"N","H","Polygala senega","Seneca snakeroot","","Polygala senega","Polygala"
"N","H","Polygala verticillata","whorled milkwort","","Polygala verticillata, Polygala verticillata var. isocycla","Polygala"
"N","H","Polygaloides paucifolia","gaywings","","Polygala paucifolia","Polygaloides"
"N","H","Polygonatum biflorum","giant Solomon's seal","","Polygonatum biflorum","Polygonatum"
"N","H","Polygonatum pubescens","hairy Solomon's seal","","Polygonatum pubescens","Polygonatum"
"N","H","Polygonella articulata","coast jointweed","","Polygonella articulata","Polygonella"
"N","H","Polygonum achoreum","blue knotweed","","Polygonum achoreum","Polygonum"
"I","H","Polygonum aviculare","prostrate knotweed","","Polygonum aviculare","Polygonum"
"I","H","Polygonum aviculare subsp. aviculare","common knotweed","","Polygonum aviculare","Polygonum"
"N","H","Polygonum aviculare subsp. buxiforme","American knotweed","","Polygonum aviculare","Polygonum"
"I","H","Polygonum aviculare subsp. depressum","common knotweed","","Polygonum aviculare","Polygonum"
"I","H","Polygonum aviculare subsp. neglectum","common knotweed","","Polygonum aviculare","Polygonum"
"N","H","Polygonum douglasii","Douglas' knotweed","","Polygonum douglasii","Polygonum"
"N","H","Polygonum erectum","erect knotweed","","Polygonum erectum","Polygonum"
"N","H","Polygonum ramosissimum","bushy knotweed","","Polygonum ramosissimum","Polygonum"
"N","H","Polygonum ramosissimum subsp. prolificum","bushy knotweed","","Polygonum ramosissimum","Polygonum"
"N","H","Polygonum ramosissimum subsp. ramosissimum","bushy knotweed","","Polygonum ramosissimum","Polygonum"
"N","H","Polygonum tenue","slender knotweed","","Polygonum tenue","Polygonum"
"N","H","Polymnia canadensis","leafcup","","Polymnia canadensis","Polymnia"
"N","H","Polypodium virginianum","rock polypody","","Polypodium virginianum","Polypodium"
"N","H","Polystichum acrostichoides","Christmas fern","","Polystichum acrostichoides","Polystichum"
"N","H","Polystichum braunii","Braun's holly fern","","Polystichum braunii","Polystichum"
"N","H","Polytaenia nuttallii","prairie parsley","","Polytaenia nuttallii","Polytaenia"
"N","H","Pontederia cordata","pickerelweed","","Pontederia cordata","Pontederia"
"I","D","Populus alba","white poplar","","Populus alba","Populus"
"N","D","Populus balsamifera","balsam poplar","","Populus balsamifera","Populus"
"N","D","Populus deltoides subsp. monilifera","cottonwood","","Populus deltoides var. occidentalis","Populus"
"N","D","Populus grandidentata","big-toothed aspen","","Populus grandidentata","Populus"
"N","D","Populus tremuloides","quaking aspen","","Populus tremuloides","Populus"
"N","D","Populus xjackii","Jack's cottonwood","","Populus xjackii","Populus"
"I","H","Portulaca oleracea","purslane","","Portulaca oleracea","Portulaca"
"N","F,H","Potamogeton alpinus","alpine pondweed","","Potamogeton alpinus var. tenuifolius","Potamogeton"
"N","F,H,S","Potamogeton amplifolius","large-leaved pondweed","","Potamogeton amplifolius","Potamogeton"
"N","F,H","Potamogeton bicupulatus","snailseed pondweed","","Potamogeton diversifolius s.l., Potamogeton diversifolius var. trichophyllus","Potamogeton"
"N","F,H","Potamogeton confervoides","algae-like pondweed","","Potamogeton confervoides","Potamogeton"
"I","F,H","Potamogeton crispus","curly pondweed","","Potamogeton crispus","Potamogeton"
"N","F,H","Potamogeton diversifolius","diverse-leaved pondweed","","Potamogeton diversifolius s.l., Potamogeton diversifolius var. diversifolius","Potamogeton"
"N","F,H,S","Potamogeton epihydrus","ribbon-leaved pondweed","","Potamogeton epihydrus","Potamogeton"
"N","F,H","Potamogeton foliosus subsp. foliosus","leafy pondweed","","Potamogeton foliosus","Potamogeton"
"N","F,H","Potamogeton friesii","Fries' pondweed","","Potamogeton friesii","Potamogeton"
"N","F,H,S","Potamogeton gramineus","grass-leaved pondweed","","Potamogeton gramineus","Potamogeton"
"N","F,H","Potamogeton illinoensis","Illinois pondweed","","Potamogeton illinoensis","Potamogeton"
"N","F,H,S","Potamogeton natans","floating pondweed","","Potamogeton natans","Potamogeton"
"N","F,H","Potamogeton nodosus","American pondweed","","Potamogeton nodosus","Potamogeton"
"N","F,H","Potamogeton oakesianus","Oakes' pondweed","","Potamogeton oakesianus","Potamogeton"
"N","F,H","Potamogeton obtusifolius","blunt-leaved pondweed","","Potamogeton obtusifolius","Potamogeton"
"N","F,H","Potamogeton praelongus","white-stemmed pondweed","","Potamogeton praelongus","Potamogeton"
"N","F,H","Potamogeton pulcher","spotted pondweed","","Potamogeton pulcher","Potamogeton"
"N","F,H","Potamogeton pusillus","very small pondweed","","Potamogeton pusillus","Potamogeton"
"N","F,H","Potamogeton pusillus subsp. pusillus","very small pondweed","","Potamogeton pusillus","Potamogeton"
"N","F,H","Potamogeton pusillus subsp. tenuissimus","very small pondweed","","Potamogeton pusillus","Potamogeton"
"N","F,H","Potamogeton richardsonii","Richardson's pondweed","","Potamogeton richardsonii","Potamogeton"
"N","F,H","Potamogeton robbinsii","Robbins' pondweed","","Potamogeton robbinsii","Potamogeton"
"N","F,H,S","Potamogeton spirillus","coiled pondweed","","Potamogeton spirillus","Potamogeton"
"N","F,H","Potamogeton strictifolius","straight-leaved pondweed","","Potamogeton strictifolius","Potamogeton"
"N","F,H","Potamogeton vaseyi","Vasey's pondweed","","Potamogeton vaseyi","Potamogeton"
"N","H","Potamogeton xhagstroemii","Hagstroem's pondweed","","Potamogeton gramineus x richardsonii","Potamogeton"
"N","H","Potamogeton xhaynesii","Haynes' pondweed","","Potamogeton xhaynesii","Potamogeton"
"N","F,H","Potamogeton zosteriformis","flat-stemmed pondweed","","Potamogeton zosteriformis","Potamogeton"
"N","H","Potentilla anserina subsp. anserina","silverweed","","","Potentilla"
"I","H","Potentilla argentea","silvery cinquefoil","","Potentilla argentea","Potentilla"
"N","H","Potentilla bipinnatifida","tansey cinquefoil","","Potentilla pensylvanica s.l., Potentilla pensylvanica var. bipinnatifida","Potentilla"
"N","H","Potentilla gracilis var. flabelliformis","slender cinquefoil","","","Potentilla"
"N","H","Potentilla hippiana","woolly cinquefoil","","Potentilla hippiana","Potentilla"
"N","H","Potentilla lasiodonta","sandhills cinquefoil","","Potentilla pensylvanica s.l.","Potentilla"
"N","H","Potentilla norvegica","rough cinquefoil","","Potentilla norvegica","Potentilla"
"N","H","Potentilla pensylvanica","Pennsylvania cinquefoil","","Potentilla pensylvanica s.l., Potentilla pensylvanica var. arida, Potentilla pensylvanica var. pensylvanica","Potentilla"
"I","H","Potentilla recta","rough-fruited cinquefoil","","Potentilla recta","Potentilla"
"N","H","Potentilla rivalis","brook cinquefoil","","Potentilla rivalis s.l.","Potentilla"
"N","H","Potentilla simplex","oldfield cinquefoil","","Potentilla simplex","Potentilla"
"N","H","Potentilla supina subsp. paradoxa","busy cinquefoil","","","Potentilla"
"N","H","Prenanthes alba","white rattlesnakeroot","","Prenanthes alba","Prenanthes"
"N","H","Prenanthes aspera","hairy rattlesnakeroot","","Prenanthes aspera","Prenanthes"
"N","H","Prenanthes crepidinea","nodding rattlesnakeroot","","Prenanthes crepidinea","Prenanthes"
"N","H","Prenanthes racemosa","smooth rattlesnakeroot","","Prenanthes racemosa, Prenanthes racemosa var. multiflora, Prenanthes racemosa var. racemosa","Prenanthes"
"N","H","Primula mistassinica","Mistassini primrose","","Primula mistassinica","Primula"
"N","H","Prosartes trachycarpa","rough-fruited fairybells","","Disporum trachycarpum","Prosartes"
"I","H","Prunella vulgaris","heal-all","","Prunella vulgaris","Prunella"
